temperatura_c,umidade_percent,pressao_hpa,distancia_cm,risco_tempestade
35.56,66.65,1017.56,399.91,0
76.15,67.01,1005.68,400.04,0
28.28,80.62,1012.96,399.90,0
54.61,61.29,998.79,399.94,0
20.92,68.38,980.75,399.98,0
43.50,83.23,1000.09,400.07,0
22.57,89.83,987.90,399.94,0
71.67,87.95,1001.56,399.95,1
25.53,62.25,1008.47,399.91,0
58.58,89.32,1004.68,400.04,0
31.11,65.89,1016.32,399.92,0
26.64,85.28,1001.64,400.03,0
43.75,87.82,1007.31,400.01,0
47.03,79.08,1009.94,400.08,0
77.89,89.29,1010.39,399.93,0
59.56,79.93,1016.14,400.02,0
52.88,75.90,984.60,400.02,0
66.23,71.80,1016.03,400.03,0
30.40,70.98,1006.53,400.03,0
62.30,73.27,1002.24,400.10,0
25.69,89.86,982.17,400.06,0
46.84,77.31,1013.18,399.94,0
43.46,64.98,1019.19,400.00,0
41.56,78.90,982.61,400.03,0
41.18,88.63,995.36,400.03,0
41.44,68.65,992.54,400.07,0
66.66,80.27,992.04,400.02,0
33.90,60.74,1013.16,400.09,0
61.54,81.72,1019.42,399.93,0
39.15,74.46,1012.93,400.06,0
34.14,67.92,1013.21,400.01,0
39.85,69.39,998.41,400.07,0
54.61,83.02,1016.02,399.91,0
43.30,67.79,995.10,399.99,0
72.68,62.57,1012.18,400.03,0
71.22,78.98,982.94,399.97,1
64.88,68.04,1005.16,399.95,0
57.98,79.11,987.14,399.96,0
46.76,71.63,995.36,399.99,0
28.02,84.48,983.90,399.98,0
48.57,88.55,1007.87,400.00,0
60.99,69.15,1010.39,399.93,0
28.54,85.88,1006.01,399.97,0
21.97,79.23,996.92,400.09,0
77.14,73.20,1014.98,400.04,0
63.93,63.79,992.87,399.96,0
54.00,86.64,1000.00,399.92,0
36.26,60.99,996.31,400.03,0
78.32,70.65,1013.44,400.08,0
21.55,71.23,983.08,399.94,0
39.69,86.48,983.42,400.02,0
28.51,72.54,1001.60,400.06,0
74.21,79.52,999.99,400.08,1
41.79,76.27,996.57,399.92,0
57.76,84.27,995.62,399.94,0
69.12,85.03,985.11,399.98,0
25.89,65.23,993.26,399.93,0
43.80,65.60,995.87,400.01,0
69.74,70.11,1001.42,399.93,0
22.35,87.90,996.24,400.04,0
79.40,79.66,999.98,400.02,1
73.59,60.07,987.32,400.05,0
42.21,73.00,999.16,400.07,0
53.08,71.44,1009.48,400.05,0
29.14,88.83,1005.40,400.07,0
27.00,82.74,1008.42,399.91,0
62.60,73.69,1010.90,400.02,0
60.57,82.66,999.88,400.03,0
55.23,77.32,982.21,399.92,0
44.12,60.26,1014.58,400.10,0
71.75,71.69,996.82,400.07,1
36.17,84.13,995.72,400.04,0
23.59,80.41,1008.87,400.09,0
48.31,64.75,990.38,399.91,0
70.11,64.17,989.83,400.05,0
28.92,60.12,1019.57,399.97,0
50.71,64.77,1004.24,399.92,0
72.29,71.82,986.39,399.99,1
65.48,76.15,989.94,400.10,0
61.31,79.04,989.66,400.07,0
21.66,67.12,993.33,400.03,0
61.05,62.93,1011.62,399.94,0
57.64,83.27,997.65,400.10,0
64.41,83.07,1002.51,399.98,0
52.59,86.36,1018.09,399.98,0
76.52,79.20,1019.53,400.06,0
51.42,74.72,986.88,399.92,0
53.95,65.04,993.64,400.01,0
64.88,78.98,1007.27,400.06,0
63.92,80.41,1006.35,400.04,0
35.75,89.67,1001.01,400.08,0
25.48,65.16,1019.05,400.06,0
32.57,86.21,1011.31,400.02,0
39.93,83.26,982.43,400.05,0
63.61,72.63,999.93,399.99,0
33.71,80.15,1011.54,399.95,0
25.52,71.36,999.80,400.03,0
20.04,88.65,992.04,399.96,0
41.52,73.72,1017.21,400.06,0
45.78,88.24,1018.57,400.01,0
24.40,62.28,1001.87,400.06,0
40.02,88.12,1014.62,399.97,0
62.13,81.34,1013.55,399.95,0
37.15,63.53,981.56,399.90,0
48.56,66.32,1008.07,399.96,0
44.39,73.29,1015.70,399.92,0
40.90,64.35,1014.86,400.10,0
23.90,86.70,1003.08,399.98,0
63.06,79.73,993.18,400.03,0
65.07,65.31,993.51,400.04,0
64.91,60.00,1009.67,400.08,0
33.52,65.11,1009.74,399.98,0
48.66,77.03,1015.52,400.05,0
48.94,71.49,988.13,400.00,0
67.36,85.44,997.78,400.10,0
75.11,62.49,1011.06,399.98,0
63.50,67.04,984.13,399.94,0
54.16,62.75,982.57,400.09,0
22.94,84.56,999.34,400.03,0
47.57,79.01,992.23,400.10,0
33.42,67.65,986.04,400.09,0
34.46,68.64,1005.22,400.09,0
58.44,67.13,1017.68,399.94,0
22.11,85.72,1000.92,399.99,0
47.61,75.62,997.84,400.06,0
43.22,77.34,993.06,400.02,0
54.94,79.06,994.09,400.09,0
38.55,78.30,1004.17,400.04,0
52.40,69.16,1002.62,400.03,0
45.92,79.70,1001.36,399.97,0
31.78,84.37,1006.42,400.06,0
71.52,81.24,995.13,400.05,1
66.97,79.71,984.49,399.97,0
28.48,66.95,1008.10,400.05,0
44.27,82.08,1001.25,400.05,0
65.13,83.52,987.47,400.01,0
66.01,77.47,988.33,399.94,0
59.24,63.55,1010.76,399.94,0
68.08,89.06,1013.27,400.03,0
71.82,75.61,1005.91,399.98,0
24.42,82.98,993.28,400.00,0
28.94,81.90,985.92,399.98,0
77.68,81.56,993.77,399.96,1
68.49,77.75,999.96,400.03,0
48.56,69.81,980.62,400.03,0
52.91,87.79,1012.87,399.92,0
66.18,88.13,980.34,399.94,0
65.28,65.21,990.03,399.94,0
54.92,77.37,1019.08,399.92,0
37.09,70.87,1015.07,399.91,0
66.23,85.68,998.26,399.92,0
34.59,78.72,1014.93,399.97,0
33.03,77.00,994.08,400.09,0
75.45,73.49,988.06,400.05,1
44.04,81.13,997.07,400.08,0
35.05,69.93,991.73,399.97,0
71.74,67.50,1012.24,400.02,0
59.17,87.37,992.55,400.03,0
78.44,85.51,1005.71,400.03,0
69.56,64.62,1015.57,400.00,0
47.95,87.33,983.43,399.92,0
53.39,61.71,1016.64,400.02,0
35.94,65.07,1014.84,400.10,0
60.93,71.46,988.38,399.93,0
55.76,84.33,1015.97,400.08,0
69.80,86.58,1015.41,400.07,0
46.72,80.06,993.43,400.05,0
35.91,62.65,1005.70,400.10,0
49.86,68.96,985.63,399.91,0
35.64,79.89,1014.98,400.09,0
34.14,60.69,988.63,399.94,0
53.38,73.84,983.95,400.06,0
69.68,89.87,1019.33,399.92,0
65.29,76.81,1005.63,400.08,0
34.24,82.78,1019.86,399.93,0
55.64,86.67,1017.85,399.94,0
34.37,62.63,987.37,399.92,0
26.17,74.40,1007.76,399.99,0
52.48,84.08,999.80,399.97,0
78.99,79.52,1015.14,400.05,0
64.59,85.22,995.58,399.92,0
78.56,70.31,994.04,399.94,1
71.28,77.65,987.76,399.93,1
32.52,79.13,1009.01,400.08,0
45.36,75.60,1002.11,399.94,0
45.04,71.52,992.24,399.99,0
64.47,83.72,1000.02,400.10,0
38.05,87.78,1014.56,400.00,0
29.48,71.53,980.33,400.01,0
34.33,81.05,1001.78,400.03,0
41.89,77.56,1013.82,399.96,0
32.46,82.08,986.39,399.94,0
30.75,77.77,997.98,400.07,0
26.00,72.53,989.51,400.01,0
59.96,75.98,996.15,399.93,0
58.11,63.73,999.28,399.97,0
20.80,82.90,985.66,400.04,0
35.19,62.08,991.19,400.09,0
43.36,75.42,1012.17,399.91,0
73.91,70.29,1003.71,400.06,1
50.90,77.52,986.73,400.09,0
44.65,83.45,991.61,400.03,0
31.44,81.04,985.31,400.02,0
57.34,68.72,1019.29,400.05,0
57.68,70.00,1015.39,400.06,0
60.38,77.08,997.42,399.94,0
73.45,69.98,999.26,400.02,0
79.54,89.24,984.32,400.00,1
21.95,87.96,985.56,399.98,0
54.75,60.14,989.58,400.06,0
36.68,74.70,985.27,399.93,0
70.82,60.57,1018.43,399.96,0
27.73,74.52,986.16,400.06,0
31.27,63.66,981.31,400.07,0
70.99,86.75,1014.51,399.94,0
55.52,74.44,989.99,399.92,0
77.33,78.29,997.54,400.04,1
35.45,83.78,1002.83,400.05,0
28.39,84.25,1006.25,399.91,0
23.41,62.78,1013.04,400.03,0
74.22,69.90,1005.41,399.91,0
43.04,79.06,1009.68,400.02,0
60.40,82.65,996.05,399.94,0
37.52,74.46,982.92,399.96,0
72.09,68.39,1015.29,400.01,0
42.81,81.07,995.56,399.91,0
52.44,67.41,998.43,400.05,0
22.19,87.47,1010.74,400.09,0
32.81,75.95,983.94,400.10,0
